gid,formula,n_sites,K_VRH,G_VRH,gamma,kappa_agl,density_g_cm3,volume_m3
ag-157764f60b64,Dy3In3Ir3,9,115.463,35.0114,2.11054,1.83382,12.2813,1.9045570354181506e-28
ag-3746bf32a178,K2Se1,3,15.8944,9.12565,2.11058,1.36858,2.24165,1.1641633344814289e-28
ag-93581ed0f35d,Cl8Li6V1,15,28.4306,18.3914,2.11067,1.36051,2.25249,2.7734369211591886e-28
ag-cb1589626859,Au4Mg4Yb4,12,43.0892,18.6371,2.11069,0.776776,9.03526,2.898731258367071e-28
ag-c818c9c770b6,Hf6Ni16Si7,29,191.233,96.8663,2.11074,3.56475,10.0406,3.64938363852245e-28
ag-0a8e8b99b3f1,Na6O9S2,17,46.4389,20.7796,2.11095,2.77532,2.48395,2.3134583592659335e-28
ag-b3bbbdb0703a,Cu1Li2Sb1,4,49.7556,33.1936,2.11096,3.68519,5.15422,6.41725528979983e-29
ag-1a28a8b7b4df,O4W2,6,283.079,154.037,2.11099,19.1694,10.426,6.875287924190755e-29
ag-c51f74ea099c,N4Ni8W12,24,302.144,146.432,2.11107,5.85166,15.1476,2.994545791699118e-28
ag-347658755081,O3W1,4,227.467,124.209,2.11115,24.0636,6.7605,5.694495795136812e-29
ag-125099e83f37,Se1Tb1,2,79.3278,28.6916,2.11119,4.93335,8.1328,4.857096166717666e-29
ag-6c2aa8cffae6,Ag2Al2O4,8,144.441,49.2211,2.11131,4.10466,6.06196,9.140888971567547e-29
ag-3bbf77819267,Ho4In2Pd4,10,88.0466,34.0228,2.11133,1.80167,10.0257,2.178073129532504e-28
ag-262144eeb6ff,Er1Hg1,2,71.3222,21.3509,2.11159,2.48399,12.1611,5.0227992131447276e-29
ag-220b116f28d5,Hf4Pt4Si4,12,193.774,100.762,2.11185,6.18341,13.8015,1.9330400064370474e-28
ag-29bf36d5a9e9,Ge4Rh4Tb4,12,118.446,38.0777,2.11193,1.97505,9.73301,2.282549439747452e-28
ag-b3e48f3f8939,Cu2Sc1,3,93.9396,40.7378,2.11199,5.68982,6.05242,4.720298313781247e-29
ag-e19454d38fe3,Ni1Sb1Sc1,3,98.8444,61.917,2.112,11.3982,6.39886,5.849494574837208e-29
ag-9bc6f40af655,Nb4Rh4Si4,12,225.921,116.276,2.11207,9.39808,8.35485,1.7799977086333591e-28
ag-da9e4e5b7d76,Ho1Sn3,4,56.6611,10.1805,2.11216,0.698719,8.01502,1.0795244645866102e-28
ag-624a32ce7ce4,La1Ni1O2,4,137.859,64.1153,2.11225,8.62143,6.93722,5.49580236226233e-29
ag-84f5075114dd,Pd4Th4,8,107.85,22.371,2.11238,1.09233,10.833,2.075225075364707e-28
ag-d76ed031097b,Er1Ni1Sb1,3,93.1556,58.0298,2.1124,8.97732,9.25808,6.236606554936292e-29
ag-e7c45a3ae6fc,Re3Ru1,4,353.446,184.176,2.11241,26.4135,18.6055,5.887735762997074e-29
ag-239994499ebe,Cu2Ho2Sn2,6,73.9639,46.0022,2.11243,4.46413,8.69404,1.3262337135533974e-28
ag-2e23c47fe4d7,Al8Fe4Y1,13,90.711,39.8976,2.11244,2.61203,4.24759,2.0646861991143086e-28
ag-9c9199f954db,Rh2Th2,4,114.683,28.9417,2.11248,2.81029,11.199,9.9327951868217e-29
ag-c3f3d5debc9f,Cu6Sb8Y6,20,75.8833,49.8544,2.11251,2.39774,7.07219,4.43485173644428e-28
ag-c385ec02c7fa,K12Sb4Se12,28,12.8143,6.85275,2.11252,0.449864,3.19297,9.900606577679896e-28
ag-e1d89bb6b929,F3Rb1Yb1,5,45.7111,24.8352,2.11258,2.1863,5.51914,9.492512838425457e-29
ag-5dd5e46ef632,Nb2Te8,10,33.5924,20.5759,2.11264,3.10442,6.57783,3.0460313298428964e-28
ag-dd2ae2182eac,Pu1S1,2,78.9611,44.2702,2.11278,7.50128,10.4254,4.397113946907831e-29
ag-b8b8a59bed65,F6Hf1K2,9,9.25,5.15153,2.1129,3.17752,3.67835,1.6733689601925818e-28
ag-e35f681e6487,S2Ti2,4,117.892,62.2743,2.11296,11.5142,4.11513,6.450839155578131e-29
ag-8f39f032b09c,Mo2Se4,6,33.3673,23.7043,2.11308,10.9601,6.4401,1.309123918718889e-28
ag-635b3b0cecf1,B6Ni20Sc3,29,189.133,75.4675,2.11309,2.73832,7.62561,2.991130341805547e-28
ag-405b067984a7,Cu3S4V1,8,38.8083,22.6246,2.11321,4.83634,3.81767,1.6086590462816606e-28
ag-349950102e12,Ir2Si2Th1,5,179.655,45.6034,2.11326,4.14954,12.2838,9.092870927623113e-29
ag-5c50194cee2c,C1Ru3Zr1,5,258.494,157.074,2.11339,23.9718,9.86224,6.8434483724034e-29
ag-dd3ec837d5cb,Ca2In4P4,10,53.8804,36.5709,2.1134,3.1537,4.37167,2.5195722343639544e-28
ag-3db1c6bb651f,La1Te1,2,54.8889,19.4894,2.11351,3.41382,6.3931,6.922193370940457e-29
ag-e37504351d20,B2Rh2,4,284.948,99.4715,2.11353,13.0392,9.27073,4.073696262689538e-29
ag-6ae8ed37072a,Cd2La1,3,44.6994,21.292,2.11367,2.68293,7.36696,8.198546938365072e-29
ag-450859076f98,Ir6Mg6Si16,28,128.944,44.1683,2.11368,1.71246,6.37234,4.556336538775552e-28
ag-a1f42ab2e5ed,Te2Zr2,4,94.5331,55.4379,2.11372,8.4239,7.5098,9.67710992861803e-29
ag-abeae41c22af,O6V4,10,212.144,91.4675,2.11373,9.3642,5.02952,9.896912148630005e-29
ag-bf14b169c784,Er1Sn3,4,56.1056,9.55377,2.114,0.635161,8.06552,1.0775596384718003e-28
ag-cf3ef46b038e,Dy1Se1,2,81.7778,27.9646,2.11405,4.56498,8.38267,4.783127130392058e-29
ag-dabbab28e3d6,Ge1I3Rb1,5,18.6,10.2275,2.1142,0.82785,4.24702,2.106732883569379e-28
ag-681ae019bae6,C1Re1,2,388.95,157.794,2.11421,32.1183,16.6354,1.978601263219392e-29
ag-bea65ca25419,Cl2Sr1,3,33.6611,13.5806,2.11434,2.00874,3.00673,8.754980196819521e-29
ag-bde2e5bd35d6,B6Hf3Ni20,29,223.817,79.581,2.11443,2.36242,9.90627,2.9740104541043064e-28
ag-dad3469ef9e6,Cu2Sn2Tb2,6,74.4397,47.4434,2.11445,4.55154,8.41896,1.345878731981926e-28
ag-6c1cfe74712c,Cu6Dy6Sb8,20,76.8714,50.733,2.11447,2.23844,8.76927,4.412735811630511e-28
ag-bd9e08867b7e,Al3Yb1,4,59.8167,53.5418,2.11452,8.13867,5.41858,7.783429918009727e-29
ag-1a34de1a388e,Ni6Ta2,8,218.341,82.2621,2.11457,5.7656,12.1961,9.722109112145522e-29
ag-5f3b382c2127,Dy4Ge4Ir4,12,136.721,44.1603,2.11468,2.1343,12.5998,2.2528706610739096e-28
ag-2f8d6ab166e9,F12Y4,16,67.2303,33.2853,2.1147,3.60969,4.81838,2.0112519919486212e-28
ag-34c7bf6ca067,Al3Pd3Th3,9,103.421,28.3812,2.1148,1.67949,8.96516,2.030616508655471e-28
ag-20b64628cf74,Br1Li1,2,26.1611,14.6136,2.11485,2.24885,3.44423,4.186988535576225e-29
ag-9f6039dc2a59,Fe4P4V4,12,243.892,144.766,2.11502,13.0072,6.68903,1.367948996348059e-28
ag-b575fc517ce0,Hf4Pd4Si4,12,166.639,89.8414,2.11516,5.97439,10.6837,1.9459223131312196e-28
ag-06f1bb3cfd36,As1U1,2,75.7556,9.18979,2.11524,0.781781,10.8271,4.7996836435185227e-29
ag-026d6e08c98d,Al3La1Pd2,6,103.461,49.6809,2.11533,5.23183,6.36647,1.1285669942706177e-28
ag-d6559f2e85ef,Sn4Y2Zn2,8,60.5576,31.7824,2.11538,2.33702,6.75084,1.9271409844513898e-28
ag-c99de34a4b97,Cl6Cs2Ti1,9,8.22778,3.88153,2.11544,1.04358,2.8948,3.0195556264961843e-28
ag-61983e98d9e2,Hf1Ru1Sb1,3,145.411,47.8966,2.11572,6.43126,10.6811,6.239128350150379e-29
ag-33c46f81543e,I2Li2,4,20.2072,10.7871,2.11576,0.932258,4.08641,1.0877794045259202e-28
ag-4dd2f18f5f93,Cu2Sn2Y2,6,74.6421,47.4319,2.11579,5.02127,6.73632,1.3368570533957095e-28
ag-1aea8de58abb,F12Li2V4,18,77.5726,35.7542,2.1165,2.58142,3.44087,2.150572661468693e-28
ag-d7c8a385639a,Cu2Dy2Sn2,6,75.8607,46.6432,2.11654,4.33028,8.59465,1.33217945220515e-28
ag-92e76957b12d,F3K1Zn1,5,73.4722,38.0213,2.1166,4.0117,4.04951,6.622559928108377e-29
ag-7e0867136dba,Co4N12,16,132.919,96.6351,2.11666,13.573,4.66428,1.4376228721216946e-28
ag-e68c32e71fef,Al8Ba4Ge8,20,52.2293,32.6236,2.11674,1.62676,4.55701,4.905740929593553e-28
ag-d8672314fbd6,Fe1Nb1Sb1,3,166.756,79.4436,2.1169,14.2082,8.53842,5.260864591456942e-29
ag-02f1cbf29c0e,O4,4,19.5204,7.38963,2.11692,6.85764,2.24406,4.7356360778517576e-29
ag-14a7482f5c05,Ni1Sb1Tb1,3,92.2333,55.4818,2.11696,8.36286,8.81664,6.39190976096194e-29
ag-c2f664a520fe,Cu6Sb8Tb6,20,74.8667,51.2928,2.11703,2.33773,8.65068,4.4320586372853695e-28
ag-3f9cdaf1cef3,Pd2Sc2Zn2,6,100.766,39.0704,2.11728,3.39178,6.80407,1.058130840586423e-28
ag-f36e18a378d3,Ag1Y1,2,60.2167,34.2674,2.11728,6.48975,6.69747,4.8787228209772e-29
ag-88ed31ffc616,B8Rh8Th2,18,230.194,84.6099,2.11732,4.11897,10.2124,2.23381580556216e-28
ag-60fe8378b28f,La2Rh2Si4,8,113.427,50.4507,2.11733,4.94681,6.35609,1.55696568905547e-28
ag-49df2492bd59,Li8O8Pb2,18,66.2776,38.0669,2.11748,2.23797,4.81814,2.060701499803835e-28
ag-646ffa7bd3b3,Fe1Ga12Y4,17,74.1222,45.9265,2.11764,2.06442,6.44563,3.2155003265127177e-28
ag-2c6a045b4fb1,Dy1Ni1Sb1,3,92.7889,56.4694,2.11766,8.50417,8.98464,6.338456729744278e-29
ag-4c8387e48af5,Cu2Hf10Pb6,18,109.819,56.0383,2.11792,2.16858,13.549,3.8669418987554705e-28
ag-f01a8278441f,F6Hf1V1,8,75.2056,32.833,2.11798,3.90932,4.09228,1.393515383009835e-28
ag-843370192fae,Al3Pt3Th3,9,118.665,38.7143,2.11809,2.41881,11.1682,2.0255460121387827e-28
ag-aa9293911e25,F6S1,7,4.28333,1.525,2.11815,3.39163,2.18276,1.1111195434690011e-28
ag-ce45017fa645,Fe3Ge3,6,79.1666,37.977,2.11816,3.23645,6.36881,1.0049963586860074e-28
ag-637eaa781f06,Ag3Er3Si3,9,88.4091,56.2685,2.11835,4.06972,8.45496,1.786513007178978e-28
ag-6f8e31f2f3b8,Hg1La1,2,52.4333,16.8484,2.11853,2.09781,9.29158,6.067272636825258e-29
ag-cb363b26a85d,Ir7Sc4Si6,17,186.578,110.399,2.11865,6.87147,10.7045,2.627599118767862e-28
ag-58d9a7827940,Ba2Te4,6,28.7313,15.0264,2.11884,1.46276,5.44047,2.396140106260298e-28
ag-c946fe101efd,As2Ca1Cd2,5,50.6593,30.6587,2.11887,3.53399,5.58639,1.2328127578036929e-28
ag-dd04eb665d00,Dy4Ga4Pd4,12,97.7786,19.7642,2.11889,0.710533,9.49876,2.3680140613327377e-28
ag-c35b430d82eb,Er4Fe1Ga12,17,74.9,47.8359,2.11903,1.97578,8.19215,3.165257476026069e-28
ag-e9f3790e5215,Ho1Ni1Sb1,3,93.8833,59.2061,2.11928,8.97175,9.11818,6.289886359203653e-29
ag-ddb8994b5f2a,B4Li4Rh6,14,157.835,80.2333,2.11945,5.78428,7.33245,1.5590739460196396e-28
ag-dd13c8d7dc0a,K2Sb2Sn2,6,20.4628,12.6556,2.11967,1.50833,4.02879,2.304583182210782e-28
ag-170073a35958,Ru1Sb1Zr1,3,138.122,45.0431,2.11986,6.76133,8.21761,6.346114454470293e-29
ag-ae1b79ede33a,Er1Ir2Si2,5,181.964,106.791,2.12009,13.9523,12.464,8.098378684047999e-29
ag-1428e7d131cc,Fe4Nb4P4,12,249.944,146.635,2.1201,12.8386,7.82053,1.5264470287370929e-28
ag-a9e814ba2ec8,Cu2Er1Si2,5,114.858,73.8821,2.1201,8.86544,7.46502,7.797105362112427e-29
ag-8944b3eb2c18,Ag1Nb1O3,5,189.9,88.9325,2.12024,12.2468,6.45335,6.401278714104878e-29
ag-46fa3b3d8d1c,O12Rh4U2,18,191.75,69.5118,2.12026,3.82191,8.03756,2.2305756531190768e-28
ag-c9706e203eac,Rb4S2,6,15.9989,6.06854,2.1203,0.455255,3.26015,2.067944277675812e-28
ag-d22da2f6406b,Cu6Ho6Sb8,20,77.4722,50.3684,2.12036,2.16293,8.8704,4.38972427952713e-28
ag-df3b1dca4b13,C1Cr1,2,223.033,87.8191,2.12042,20.8326,5.68619,1.8691917070666456e-29
ag-7372464395d0,Al1Ir1,2,234.556,119.654,2.12075,25.107,13.5556,2.685146630816253e-29
ag-27b1d10ac3a2,Ge3Os3Sc3,9,163.539,100.549,2.12079,8.99117,10.214,1.5013421360518122e-28
ag-340c69078949,Fe8Re12,20,325.661,130.985,2.1209,5.77256,16.9311,2.629663996483896e-28
ag-4d515949b53a,S1Zr1,2,132.406,52.2841,2.12128,12.4994,5.6648,3.6140058074785943e-29
ag-27616718e118,Pt2V6,8,212.061,105.424,2.12131,9.42643,10.1784,1.135179705753765e-28
ag-6363a4fb195d,Ag3Dy3Si3,9,86.203,53.9999,2.12151,3.9023,8.15894,1.8222735861079372e-28
ag-41feaf32bfa4,Ir1Si3Th1,5,143.284,61.435,2.1216,7.47095,9.28515,9.094126763678668e-29
ag-50234304c92d,S1Ta1,2,188.778,84.7144,2.12163,17.8351,11.1753,3.1651607467269587e-29
ag-5c20d7f28b9e,Ge1Li2Zn1,4,50.3278,41.2531,2.12165,4.63055,4.3281,5.829055727169071e-29
ag-b73d6449f23b,Ho1Pd1Sb1,3,70.8556,9.32569,2.12169,0.679423,8.56797,7.618783023792417e-29
ag-cd03036b6ea1,Ca2In4O8,14,122.301,40.4029,2.1217,2.30697,5.42539,2.0427698240222084e-28
ag-606e5579b432,Rh1Si3Th1,5,134.774,58.9495,2.12217,7.39433,7.68553,9.057255340244121e-29
ag-8c5c614a3821,Hf3P3Ru3,9,218.711,93.678,2.12224,7.39492,11.4233,1.3542149202925599e-28
ag-28d52b05be2e,F3K1Mg1,5,69.5833,43.0914,2.12227,5.14335,2.9988,6.666881044124822e-29
ag-3bfe1ae39e22,Pt4Si4Y4,12,128.712,62.8864,2.12227,4.18421,9.24046,2.2432359878095602e-28
ag-ffe6218c47c4,Pd4Sc4Si4,12,127.573,51.0081,2.12227,3.48923,5.8417,2.0405202976749783e-28
ag-26cc8f217298,Ho1Ir2Si2,5,179.915,107.473,2.12233,14.2106,12.3581,8.136485827644479e-29
ag-57c5847cc029,P4Ru4Zr4,12,206.968,108.308,2.12235,9.10236,8.00953,1.851518584053501e-28
ag-a9187da830bb,H4In4O8,16,153.254,76.3249,2.12241,4.3398,6.35968,1.5439063335261375e-28
ag-4392050005e0,Pd4Si4Sr4,12,70.7053,22.6489,2.12243,1.20107,5.25527,2.8074528649379258e-28
ag-d2db0df3744c,Cr4Cu2S8,14,82.7333,30.6237,2.12248,1.90054,3.92648,2.5019073925243985e-28
ag-4da02ddaa803,As1Cd1Li1,3,47.3778,30.1033,2.12251,4.19656,5.09542,6.331154299528238e-29
ag-860ee2916fe4,Gd1Hg1,2,57.0333,22.2436,2.12253,3.13847,10.955,5.4240739351177e-29
ag-5312a20efe58,Dy1Sn3,4,55.2944,12.6065,2.12255,0.986287,7.94916,1.0833916742281675e-28
ag-e93e8b4777a3,Er4O14Ru4,22,191.189,90.4173,2.12263,4.33276,8.09935,2.659756586883004e-28
ag-31742ab3c0b2,Cs2F4H2,8,19.0642,8.21402,2.12267,0.755878,3.70896,1.5393188399125516e-28
ag-d33c38b67049,Ga1Ni2Ta1,4,190.244,52.5628,2.12276,5.1066,11.5183,5.306114239099186e-29
ag-dcd3dcaba470,Cu2Er2Sn2,6,75.6198,47.0704,2.12279,4.42785,8.91795,1.301607010271865e-28
ag-2a8d0966bfe7,Ba1Ga2,3,36.1038,24.1547,2.12286,3.27235,5.21345,8.815513318053915e-29
ag-7f89de06268e,Rh1Yb1,2,65.4028,30.1592,2.12293,4.84541,11.6727,3.925555210041123e-29
ag-97296663259a,Cu2Sn2Y2,6,75.902,50.6166,2.12306,5.31827,6.7895,1.3263858761220392e-28
ag-bfca6369af39,C1Ru3Ta1,5,289.2,144.488,2.12311,18.9528,12.4046,6.641949846907173e-29
ag-2b68e406cfa4,Pb2Se4,6,45.7952,18.5695,2.12312,1.55008,7.29976,1.6611396100611306e-28
ag-2cf7763cb734,Cu2Sb2Yb2,6,52.6928,35.7477,2.12317,3.08599,8.45038,1.408333192968467e-28
ag-3fba6b358acb,Ir2Si2Y1,5,177.522,107.64,2.12319,15.3048,10.7282,8.195908471258671e-29
ag-5181a0d23efa,Cu4Mg4P4,12,90.6306,48.2669,2.12345,3.38746,4.37922,1.802267612775308e-28
ag-8a9778f96664,Mn2O6Y2,10,155.288,66.5955,2.12347,5.55972,4.88724,1.3036449749383642e-28
ag-80bdff16c1d5,As6V10,16,171.089,80.6824,2.12356,4.88944,7.04943,2.258856348676574e-28
ag-ab3be1b2c9ee,Cu7Hf6Zn16,29,102.478,44.7997,2.12358,1.23997,9.84848,4.320269943771607e-28
ag-f38425f6bc10,As2Rb6Se32,40,12.1108,3.86183,2.12362,0.269721,4.22809,1.2525924194712133e-27
ag-8cffa25d1f30,Ag2Hf2,4,103.11,41.2012,2.12368,4.06398,12.0238,7.9094625349932e-29
ag-8a7bedc037e8,C8Na4,12,177.833,111.163,2.12375,10.5093,3.17878,9.823124992102101e-29
ag-63566c9261ac,Bi2Ca2Cu2,6,46.7346,28.7285,2.12391,2.4218,6.9061,1.5032849758649687e-28
ag-27d6f8390b62,Co3Ge3Ti3,9,162.902,87.7818,2.12403,8.03578,7.13797,1.2523201438889009e-28
ag-3f876ad2c529,Ir4Si4Th2,10,191.433,86.0957,2.12407,6.15037,12.6061,1.7720787222176056e-28
ag-88cfe4443a7b,Ge6Os7Sc4,17,182.122,86.6224,2.12407,4.41566,11.6214,2.7823876347640534e-28
ag-fc6f7e9b3607,Cu3Se4Ta1,8,31.4389,19.5632,2.12411,3.91849,5.97713,1.909775308771741e-28
ag-8abcebb53cd2,B2Ir3Th1,6,253.862,130.527,2.12425,12.9078,16.1159,8.555302232950419e-29
ag-213eea1af383,B3Pt6Y3,12,153.584,51.9353,2.12453,2.7724,12.4244,1.964214605680309e-28
ag-fadf792d7b32,Bi4,4,310.346,4.69588,2.1246,0.00988102,8.67484,1.6001222770849704e-28
ag-0df3ad2dbaa0,Er4Ga4Pd4,12,94.4612,23.9416,2.12473,0.998863,9.79437,2.3288172145776528e-28
ag-cb8c513caf29,Bi1Ga1O3,5,177.756,92.9318,2.12474,10.1276,9.24355,5.868965602184512e-29
ag-ba08eef7f7ed,Ca2F4,6,66.1663,28.2117,2.1248,3.24777,2.93397,8.837599985305352e-29
ag-0655bb1b7385,Al1Ba1Si1,3,49.0752,37.7146,2.12484,7.98932,3.81384,8.376801787076762e-29
ag-cd5e871a1c5a,Fe2Ge1Ti1,4,200.25,137.164,2.12486,23.2667,7.8317,4.923224710437327e-29
ag-d2adbe239dba,Ga4Sc2,6,79.3849,45.156,2.12495,4.56328,5.50022,1.1134339311217927e-28
ag-91b2e46acca5,Pd1Ti1,2,150.256,13.4317,2.12498,1.40112,7.80293,3.2833767696046764e-29
ag-515f51814759,Ge6Mo10,16,211.562,91.3827,2.12503,5.47929,9.34239,2.4799334295431727e-28
ag-b17fb10793f5,Lu1Pb2,3,42.1057,11.5566,2.12503,0.957325,11.1901,8.745828259486889e-29
ag-1884bf14d436,Ge4Rh4Tb4,12,117.051,48.0876,2.12509,2.83128,9.7369,2.2816375358231417e-28
ag-d6267b9b9147,Ba2Ga4Se8,14,26.4531,14.6112,2.1252,1.44823,4.67414,4.210644259157944e-28
ag-33384eefa260,Nb1Zn3,4,120.053,76.0973,2.12537,9.73261,8.01171,5.992694105853846e-29
ag-86678e9b8425,C2Ge6Mo10,18,208.406,92.3753,2.12553,5.58414,9.07233,2.597721864633902e-28
ag-8e81436b0b0f,Ga4Ho4Pt4,12,118.03,31.3665,2.12554,1.22799,12.3048,2.3197308635198804e-28
ag-e5529db498f2,O1Sr1,2,84.7444,55.0536,2.12578,13.3637,4.88035,3.5256500406252017e-29
ag-274ee6351c9f,Se4Ta2,6,24.8125,15.2175,2.12594,6.44517,7.68655,1.464124615480081e-28
ag-fdfdb34f4c4d,Co4N12,16,239.982,213.668,2.12595,20.7248,5.43527,1.2336968743005916e-28
ag-232fd098de2a,Ru8Si12,20,200.836,111.357,2.12607,6.94535,6.86265,2.7719471445433283e-28
ag-359ed64889c7,Cl8Th2,10,29.9145,15.5096,2.12625,2.41154,4.15401,2.9888836554594425e-28
ag-7d453d7105c3,Dy1Ir2Si2,5,179.847,108.023,2.12625,14.2256,12.2508,8.174808288126433e-29
ag-615ac280265a,C1Nb1Ru3,5,282.194,147.097,2.12635,21.1322,10.1989,6.644941714080769e-29
ag-5031af48f69a,Cd4O12V4,20,176.585,80.7609,2.12647,4.43936,6.29411,2.23037788728355e-28
ag-9627c96f54f3,O1Sr1,2,84.5977,55.6437,2.12653,13.6468,4.87912,3.526538838103019e-29
ag-519d4f090ac6,In2La4Pd4,10,70.7105,27.1636,2.12665,1.49168,7.9132,2.541082819802081e-28
ag-8a3521f20bb1,In4La4O12,20,142.067,56.9904,2.12686,2.63292,6.90074,2.904155903713476e-28
ag-16e97ffc13df,Sn3Y1,4,54.75,13.9596,2.1269,1.20763,6.7835,1.0894072602086497e-28
ag-29bd7e2a29ae,Fe2In1Ti1,4,158.561,92.5788,2.12691,12.45,7.99736,5.69701009331048e-29
ag-8efc0f655f5d,Al1Sb1,2,49.4333,28.5377,2.12706,6.82809,4.07818,6.056405937734281e-29
ag-36f700f79ac3,Gd1Se1,2,77.6556,33.3877,2.12709,5.8004,7.84441,5.0001967378245906e-29
ag-fc1b9d8ebf61,Fe1Ga12Ho4,17,75.3556,48.2424,2.12719,1.97248,8.10672,3.179533703850948e-28
ag-c2bae074d76f,Ag1F3Zn1,5,82.9444,31.821,2.12721,2.57892,6.06813,6.301386623241705e-29
ag-f47437478abd,Ge6W10,16,227.31,74.7766,2.12742,3.41954,15.0574,2.50804545726645e-28
ag-a0b761e82373,Sn4Y4Zn4,12,63.7756,43.1132,2.12754,2.8673,6.41702,2.8260371922020195e-28
ag-5a41940197c8,B6Ni20Ta3,29,236.094,88.9151,2.12764,2.8229,10.1429,2.916699633636367e-28
ag-4377754ba344,H4In4O8,16,131.568,70.8857,2.12777,4.70357,6.29357,1.560124099866929e-28
ag-71e41aa6b163,K2Nb2Se4,8,57.9694,38.3824,2.12779,5.06463,5.1481,1.870325974676108e-28
ag-b88a0eec1aa5,F20K2Y6,28,84.05,43.1466,2.12781,2.04597,4.10585,4.010351441366197e-28
ag-abe5c32e8d4f,La1Se1,2,68.6222,26.1686,2.12785,4.98039,6.24079,5.79692834077369e-29
ag-3411f1b0e2cc,H2In2O4,8,152.572,70.4754,2.1279,6.12877,6.11075,8.03399765266089e-29
ag-6317cce9fc77,Ga4Sn4Sr4,12,37.5946,26.0632,2.12796,1.5797,5.23607,3.5018385235654206e-28
ag-866186c508a5,Co1Sb1Ti1,3,143.233,75.949,2.12796,13.4071,7.44798,5.095786144259435e-29
ag-4d9643bf1f41,In4Mg2O8,14,131.367,60.6868,2.12797,4.1691,5.75203,1.8356978878069506e-28
ag-4f67c1eddb07,B2Ca1Rh3,6,192.742,103.66,2.12811,12.1029,7.79558,7.890254081970026e-29
ag-c9d8f8cf0cfa,Dy4Ge4Ir4,12,138.981,61.3976,2.12819,3.43509,12.6581,2.2424945098710746e-28
ag-e602766877c0,Ce1Te1,2,71.2222,48.9646,2.12821,11.0807,8.16035,5.447718256617493e-29
ag-1ccf984d4526,Ge4Ho4Ir4,12,135.277,62.8991,2.12828,3.75018,12.8076,2.228922312343657e-28
ag-b30835486dba,Ge4Th2,6,88.1729,46.8119,2.12832,4.62231,8.49093,1.4758133188325019e-28
ag-462bb5f411a8,Sb1,1,59.7056,18.0475,2.12833,3.83874,6.72399,3.0069532636011653e-29
ag-7c69780c2804,Ba1Nb1O3,5,167.028,86.1442,2.12842,11.8894,6.51022,7.096755688008136e-29
ag-1f1ce1240bb8,Te1Zn1,2,43.7944,22.0732,2.12847,3.84629,5.53876,5.786475397117756e-29
ag-fdbc14c918bd,As8Pa6,14,114.733,55.2665,2.12871,2.90416,10.4758,3.147393590002946e-28
ag-2a72555df8ea,Er4Pt4Si4,12,134.315,63.848,2.12873,3.72015,11.8163,2.194669319377599e-28
ag-0c63b960ff63,Br6Ca2In2,10,16.3013,6.87816,2.12876,0.519143,3.8687,3.387504846552551e-28
ag-84d35631f8d1,Ge4Ir4Tb4,12,132.46,58.5058,2.12884,3.41538,12.395,2.2709387588884377e-28
ag-3609d740c620,Au1O1Rb3,5,15.1389,9.45658,2.12885,0.700436,4.38386,1.7778993259134437e-28
ag-7bed936e9d5a,Ni1Sn1Ti1,3,134.161,60.9389,2.12885,8.93765,6.91507,5.409494043424124e-29
ag-2017f1f0206c,Ge6Lu4Ru7,17,154.378,81.3378,2.12886,4.11623,10.8305,2.8260027574710186e-28
ag-9c3272cdf6b5,Dy4Pt4Si4,12,133.988,62.2755,2.12899,3.54814,11.4621,2.2349107809078217e-28
ag-ff95cf897a95,Ba2F8Mg2,12,55.9662,29.5919,2.129,2.31105,4.27946,1.8440953451097336e-28
ag-4a6fdf5b8e6e,Ni16Si7Zr6,29,186.261,90.9466,2.12913,3.57962,7.52371,3.714588312121756e-28
ag-3add5c3f5522,Ho4O14Ru4,22,189.472,90.5528,2.12943,4.36323,7.98764,2.677589994970537e-28
ag-5fc275dcd0bf,Ir2Si2Tb1,5,177.548,108.69,2.12943,14.554,12.1238,8.211481282991895e-29
ag-bb3b9b4a7a15,Pd4Si4Zr4,12,158.393,88.1514,2.12943,6.7752,7.52472,1.9925400718383394e-28
ag-877eb327e670,Ag2Al2Se4,8,49.6298,17.6489,2.12951,1.29014,4.76072,2.0423616111158393e-28
ag-e12f7db13526,Ca4Ga4Ge4,12,48.5693,32.1403,2.12962,2.19223,4.48801,2.7000867453465616e-28
ag-484e22a0ef67,P4Zn6,10,71.7889,41.2235,2.12964,2.99174,4.79636,1.7876426419320459e-28
ag-ba5eb87a4148,La1S1,2,79.3222,32.5317,2.12968,7.03168,5.45913,5.200519948599196e-29
ag-6adbf353975f,P3Ru3Zr3,9,207.208,90.612,2.12973,8.34587,8.01911,1.3869800056864827e-28
ag-b7bb5ae2ad04,Al7Cu16Zr6,29,126.144,69.4182,2.12993,2.49352,6.82356,4.26587182606097e-28
ag-8059c15ef297,Ba3O1Pb1,5,34.4222,24.4138,2.13,2.4635,6.15221,1.7144113554943907e-28
ag-2a8ee9390131,Cu4Ge4Hf4,12,137.066,67.4868,2.13021,3.76841,10.8643,1.9238489044721581e-28
ag-e416aceb696b,Ge3Hf3Rh3,9,178.009,69.0474,2.13024,4.66687,11.8543,1.4877886810185272e-28
ag-e573f216b815,Fe4Hf4Si4,12,129.486,73.2298,2.13041,4.7644,9.19748,1.895125587124757e-28
ag-24b6a3569c89,Na4Ni2O4,10,74.9786,29.7987,2.13053,2.61306,3.76808,1.2045856838444067e-28
